subject,exp_type,experiment,session,localization,montage,tcs
LTP301,scalp,ltpFR2,13,0,0,0.6773956260600997
LTP301,scalp,ltpFR2,14,0,0,0.584351239514818
LTP301,scalp,ltpFR2,15,0,0,0.5828306376456123
LTP301,scalp,ltpFR2,16,0,0,0.5171679805461293
LTP301,scalp,ltpFR2,17,0,0,0.6142429844684479
LTP301,scalp,ltpFR2,18,0,0,0.6195954560463168
LTP301,scalp,ltpFR2,19,0,0,0.6297949749867717
LTP301,scalp,ltpFR2,20,0,0,0.5739349914976327
LTP301,scalp,ltpFR2,21,0,0,0.6239485001462632
LTP301,scalp,ltpFR2,22,0,0,0.5735831721485328
LTP302,scalp,ltpFR2,0,0,0,0.6554072754899359
LTP302,scalp,ltpFR2,1,0,0,0.6298851281832475
LTP302,scalp,ltpFR2,2,0,0,0.6615762256660619
LTP302,scalp,ltpFR2,3,0,0,0.6627606347651377
LTP302,scalp,ltpFR2,4,0,0,0.6515356304278338
LTP302,scalp,ltpFR2,5,0,0,0.6874790562831398
LTP302,scalp,ltpFR2,6,0,0,0.8268139730552124
LTP302,scalp,ltpFR2,7,0,0,0.7865340222791631
LTP302,scalp,ltpFR2,8,0,0,0.8118204808776555
LTP302,scalp,ltpFR2,9,0,0,0.8140586109037377
LTP302,scalp,ltpFR2,10,0,0,0.8299190897146279
LTP302,scalp,ltpFR2,11,0,0,0.841079883183118
LTP302,scalp,ltpFR2,12,0,0,0.8222581197981517
LTP302,scalp,ltpFR2,13,0,0,0.8123665342984062
LTP302,scalp,ltpFR2,14,0,0,0.7873227185078583
LTP302,scalp,ltpFR2,15,0,0,0.8616729729443212
LTP302,scalp,ltpFR2,16,0,0,0.8120847989327741
LTP302,scalp,ltpFR2,17,0,0,0.8082535375102378
LTP302,scalp,ltpFR2,18,0,0,0.8291809400000268
LTP302,scalp,ltpFR2,19,0,0,0.8149843074867502
LTP302,scalp,ltpFR2,20,0,0,0.7874397630833828
LTP302,scalp,ltpFR2,21,0,0,0.8144777533352022
LTP302,scalp,ltpFR2,22,0,0,0.7852571434002517
LTP303,scalp,ltpFR2,0,0,0,0.926408561530857
LTP303,scalp,ltpFR2,1,0,0,0.9339507830280517
LTP303,scalp,ltpFR2,2,0,0,0.9404502695823278
LTP303,scalp,ltpFR2,3,0,0,0.9437813970319139
LTP303,scalp,ltpFR2,4,0,0,0.9330556521883001
LTP303,scalp,ltpFR2,5,0,0,0.9429897022303054
LTP303,scalp,ltpFR2,6,0,0,0.9287515385758015
LTP303,scalp,ltpFR2,7,0,0,0.9419236718455668
LTP303,scalp,ltpFR2,8,0,0,0.9072032956380466
LTP303,scalp,ltpFR2,9,0,0,0.919544245235642
LTP303,scalp,ltpFR2,10,0,0,0.902788776135777
LTP303,scalp,ltpFR2,11,0,0,0.8409918321180979
LTP303,scalp,ltpFR2,12,0,0,0.9115794771205329
LTP303,scalp,ltpFR2,13,0,0,0.9155508873787799
LTP303,scalp,ltpFR2,14,0,0,0.872263842350573
LTP303,scalp,ltpFR2,15,0,0,0.8949427732657753
LTP303,scalp,ltpFR2,16,0,0,0.895924374214976
LTP303,scalp,ltpFR2,17,0,0,0.9623821582926473
LTP303,scalp,ltpFR2,18,0,0,0.9440698856298035
LTP303,scalp,ltpFR2,19,0,0,0.9315585913061324
LTP303,scalp,ltpFR2,20,0,0,0.9334147752730159
LTP303,scalp,ltpFR2,21,0,0,0.9177804745479384
LTP303,scalp,ltpFR2,22,0,0,0.9277328155832553
LTP304,scalp,ltpFR2,0,0,0,0.7224837627323747
LTP304,scalp,ltpFR2,1,0,0,0.6592355450671513
LTP304,scalp,ltpFR2,2,0,0,0.7045870129929459
LTP304,scalp,ltpFR2,3,0,0,0.7041144516682153
LTP304,scalp,ltpFR2,4,0,0,0.7148376786489686
LTP304,scalp,ltpFR2,5,0,0,0.7522462884419344
LTP304,scalp,ltpFR2,6,0,0,0.7637710462553179
LTP304,scalp,ltpFR2,7,0,0,0.804018146586697
LTP304,scalp,ltpFR2,8,0,0,0.74858119955846
LTP304,scalp,ltpFR2,9,0,0,0.7019763748897838
LTP304,scalp,ltpFR2,10,0,0,0.75600925548552
LTP304,scalp,ltpFR2,11,0,0,0.8038138173022805
LTP304,scalp,ltpFR2,12,0,0,0.780250583719703
LTP304,scalp,ltpFR2,13,0,0,0.8047026258187767
LTP304,scalp,ltpFR2,14,0,0,0.7740308433711699
LTP304,scalp,ltpFR2,15,0,0,0.7464064691577512
LTP304,scalp,ltpFR2,16,0,0,0.7674788486839285
LTP304,scalp,ltpFR2,17,0,0,0.7454595689248419
LTP304,scalp,ltpFR2,18,0,0,0.7298768407356429
LTP304,scalp,ltpFR2,19,0,0,0.7621615172002764
LTP304,scalp,ltpFR2,20,0,0,0.7797890079587592
LTP304,scalp,ltpFR2,21,0,0,0.7453289007435703
LTP304,scalp,ltpFR2,22,0,0,0.7610803259772189
LTP305,scalp,ltpFR2,0,0,0,0.6713283867627107
LTP305,scalp,ltpFR2,1,0,0,0.7066206077079356
LTP305,scalp,ltpFR2,2,0,0,0.7128601155671259
LTP305,scalp,ltpFR2,3,0,0,0.7246511739637042
LTP305,scalp,ltpFR2,4,0,0,0.7714390323328133
LTP305,scalp,ltpFR2,5,0,0,0.7019373407643262
LTP305,scalp,ltpFR2,6,0,0,0.7415235854501103
LTP305,scalp,ltpFR2,7,0,0,0.7742638652292233
LTP305,scalp,ltpFR2,8,0,0,0.8650983705550269
LTP305,scalp,ltpFR2,9,0,0,0.8176145683330927
LTP305,scalp,ltpFR2,10,0,0,0.8164066190172241
LTP305,scalp,ltpFR2,11,0,0,0.7664929451865776
LTP305,scalp,ltpFR2,12,0,0,0.8740969097042799
LTP305,scalp,ltpFR2,13,0,0,0.7791060631026029
LTP305,scalp,ltpFR2,14,0,0,0.8606781026841595
LTP305,scalp,ltpFR2,15,0,0,0.7225282836420055
LTP305,scalp,ltpFR2,16,0,0,0.786485234065917
LTP305,scalp,ltpFR2,17,0,0,0.7517835478554727
LTP305,scalp,ltpFR2,18,0,0,0.7418659637779856
LTP305,scalp,ltpFR2,19,0,0,0.715245988385885
LTP305,scalp,ltpFR2,20,0,0,0.7919319873607668
LTP305,scalp,ltpFR2,21,0,0,0.7091373863942653
LTP305,scalp,ltpFR2,22,0,0,0.7023793176256854
LTP306,scalp,ltpFR2,0,0,0,0.6698204360359094
LTP306,scalp,ltpFR2,1,0,0,0.7341444904470049
LTP306,scalp,ltpFR2,2,0,0,0.7901940164238117
LTP306,scalp,ltpFR2,3,0,0,0.8118212146049307
LTP306,scalp,ltpFR2,4,0,0,0.8384568304218479
LTP306,scalp,ltpFR2,5,0,0,0.8111961887903624
LTP306,scalp,ltpFR2,6,0,0,0.8209250549577036
LTP306,scalp,ltpFR2,7,0,0,0.8522334499923586
LTP306,scalp,ltpFR2,8,0,0,0.8023524855006191
LTP306,scalp,ltpFR2,9,0,0,0.8446002001178724
LTP306,scalp,ltpFR2,10,0,0,0.8384756059580852
LTP306,scalp,ltpFR2,11,0,0,0.8299577687005818
LTP306,scalp,ltpFR2,12,0,0,0.8286349866049911
LTP306,scalp,ltpFR2,13,0,0,0.8094630650369923
LTP306,scalp,ltpFR2,14,0,0,0.8407115299365256
LTP306,scalp,ltpFR2,15,0,0,0.7423322046752635
LTP306,scalp,ltpFR2,16,0,0,0.6803792378060218
LTP306,scalp,ltpFR2,17,0,0,0.7268119367833593
LTP306,scalp,ltpFR2,18,0,0,0.704627488894887
LTP306,scalp,ltpFR2,19,0,0,0.7226842022508079
LTP306,scalp,ltpFR2,20,0,0,0.7429397569590934
LTP306,scalp,ltpFR2,21,0,0,0.7431462580560909
LTP306,scalp,ltpFR2,22,0,0,0.6978908689468648
LTP307,scalp,ltpFR2,0,0,0,0.6053286687224476
LTP307,scalp,ltpFR2,1,0,0,0.6386680331192632
LTP307,scalp,ltpFR2,2,0,0,0.6488317609129011
LTP307,scalp,ltpFR2,3,0,0,0.6861223798671583
LTP307,scalp,ltpFR2,4,0,0,0.6251938760910638
LTP307,scalp,ltpFR2,5,0,0,0.6247361059530273
LTP307,scalp,ltpFR2,6,0,0,0.6238313630056066
LTP307,scalp,ltpFR2,7,0,0,0.7044516581717928
LTP307,scalp,ltpFR2,8,0,0,0.6413402224701915
LTP307,scalp,ltpFR2,9,0,0,0.6288349210206838
LTP307,scalp,ltpFR2,10,0,0,0.6778164872685818
LTP307,scalp,ltpFR2,11,0,0,0.655032413312308
LTP307,scalp,ltpFR2,12,0,0,0.6810501079635228
LTP307,scalp,ltpFR2,13,0,0,0.6874676512990745
LTP307,scalp,ltpFR2,14,0,0,0.6983305499133873
LTP307,scalp,ltpFR2,15,0,0,0.703503236792144
LTP307,scalp,ltpFR2,16,0,0,0.6960646464084083
LTP307,scalp,ltpFR2,17,0,0,0.6524961506372745
LTP307,scalp,ltpFR2,18,0,0,0.7316525617626176
LTP307,scalp,ltpFR2,19,0,0,0.7171661024891972
LTP307,scalp,ltpFR2,20,0,0,0.7121437004703588
LTP307,scalp,ltpFR2,21,0,0,0.6768208901217384
LTP307,scalp,ltpFR2,22,0,0,0.613679774690853
LTP308,scalp,ltpFR2,0,0,0,0.6088287515622847
LTP308,scalp,ltpFR2,1,0,0,0.7033615464625956
LTP309,scalp,ltpFR2,0,0,0,0.5708653786419543
LTP310,scalp,ltpFR2,0,0,0,0.6813588674436044
LTP310,scalp,ltpFR2,1,0,0,0.7880371790901703
LTP310,scalp,ltpFR2,2,0,0,0.8177720826061722
LTP310,scalp,ltpFR2,3,0,0,0.8466210974421507
LTP310,scalp,ltpFR2,4,0,0,0.8837436776198554
LTP310,scalp,ltpFR2,5,0,0,0.8660814817172785
LTP310,scalp,ltpFR2,6,0,0,0.8707850157827927
LTP310,scalp,ltpFR2,7,0,0,0.8678804402661334
LTP310,scalp,ltpFR2,8,0,0,0.8677733635972293
LTP310,scalp,ltpFR2,9,0,0,0.8930486624648212
LTP310,scalp,ltpFR2,10,0,0,0.909966167255254
LTP310,scalp,ltpFR2,11,0,0,0.8769075443495103
LTP310,scalp,ltpFR2,12,0,0,0.8926717352517555
LTP310,scalp,ltpFR2,13,0,0,0.8834130349200263
LTP310,scalp,ltpFR2,14,0,0,0.8806075735199225
LTP310,scalp,ltpFR2,15,0,0,0.8823518625262808
LTP310,scalp,ltpFR2,16,0,0,0.8672071037247323
LTP310,scalp,ltpFR2,17,0,0,0.8686216450195792
LTP310,scalp,ltpFR2,18,0,0,0.9038975763823296
LTP310,scalp,ltpFR2,19,0,0,0.8743183036362316
LTP310,scalp,ltpFR2,20,0,0,0.8295253095141352
LTP310,scalp,ltpFR2,21,0,0,0.8914762321691291
LTP310,scalp,ltpFR2,22,0,0,0.8849193429172724
LTP311,scalp,ltpFR2,0,0,0,0.660714137209299
LTP311,scalp,ltpFR2,1,0,0,0.6569791236516213
LTP311,scalp,ltpFR2,2,0,0,0.6618073994434824
LTP311,scalp,ltpFR2,3,0,0,0.689928214609632
LTP311,scalp,ltpFR2,4,0,0,0.696042101149516
LTP311,scalp,ltpFR2,5,0,0,0.8067911022090892
LTP311,scalp,ltpFR2,6,0,0,0.7488607700726891
LTP311,scalp,ltpFR2,7,0,0,0.793931216655694
LTP311,scalp,ltpFR2,8,0,0,0.8429764887441368
LTP311,scalp,ltpFR2,9,0,0,0.8575666491862286
LTP311,scalp,ltpFR2,10,0,0,0.864971024498994
LTP311,scalp,ltpFR2,11,0,0,0.8487193233469966
LTP311,scalp,ltpFR2,12,0,0,0.853877291228737
LTP311,scalp,ltpFR2,13,0,0,0.8894631622462775
LTP311,scalp,ltpFR2,14,0,0,0.8751093554923637
LTP311,scalp,ltpFR2,15,0,0,0.8137376246724806
LTP311,scalp,ltpFR2,16,0,0,0.8195284523538694
LTP311,scalp,ltpFR2,17,0,0,0.8288397711714838
LTP311,scalp,ltpFR2,18,0,0,0.8052992329130917
LTP311,scalp,ltpFR2,19,0,0,0.8984039665793815
LTP311,scalp,ltpFR2,20,0,0,0.8524022327575467
LTP311,scalp,ltpFR2,21,0,0,0.8495536988722762
LTP311,scalp,ltpFR2,22,0,0,0.867816517257978
LTP312,scalp,ltpFR2,0,0,0,0.6512707525984052
LTP312,scalp,ltpFR2,1,0,0,0.6956497421514122
LTP312,scalp,ltpFR2,2,0,0,0.6946523740556175
LTP312,scalp,ltpFR2,3,0,0,0.6750535536485677
LTP312,scalp,ltpFR2,4,0,0,0.6567744424835014
LTP312,scalp,ltpFR2,5,0,0,0.6624392894870891
LTP312,scalp,ltpFR2,6,0,0,0.6678725161027474
LTP312,scalp,ltpFR2,7,0,0,0.6566031175527955
LTP312,scalp,ltpFR2,8,0,0,0.7343813483041705
LTP312,scalp,ltpFR2,9,0,0,0.7083580867798335
LTP312,scalp,ltpFR2,10,0,0,0.674067101153328
LTP312,scalp,ltpFR2,11,0,0,0.7540014041758342
LTP312,scalp,ltpFR2,12,0,0,0.7122915927997449
LTP312,scalp,ltpFR2,13,0,0,0.6976766637123348
LTP312,scalp,ltpFR2,14,0,0,0.7791098247456965
LTP312,scalp,ltpFR2,15,0,0,0.7060205334370727
LTP312,scalp,ltpFR2,16,0,0,0.7091232812045298
LTP312,scalp,ltpFR2,17,0,0,0.7148035113335918
LTP312,scalp,ltpFR2,18,0,0,0.7644661722447784
LTP312,scalp,ltpFR2,19,0,0,0.7250730801905192
LTP312,scalp,ltpFR2,20,0,0,0.7680924610151928
LTP312,scalp,ltpFR2,21,0,0,0.6569717247125572
LTP312,scalp,ltpFR2,22,0,0,0.6811784429228979
LTP313,scalp,ltpFR2,0,0,0,0.6922821625115815
LTP313,scalp,ltpFR2,1,0,0,0.7753913916123713
LTP313,scalp,ltpFR2,2,0,0,0.7919979958528697
LTP313,scalp,ltpFR2,3,0,0,0.8412422443522232
LTP313,scalp,ltpFR2,4,0,0,0.8464254733842974
LTP313,scalp,ltpFR2,5,0,0,0.8034671620812525
LTP313,scalp,ltpFR2,6,0,0,0.8495173739736686
LTP314,scalp,ltpFR2,0,0,0,0.637112245205236
LTP314,scalp,ltpFR2,1,0,0,0.670360151481823
LTP314,scalp,ltpFR2,2,0,0,0.6192345002491281
LTP314,scalp,ltpFR2,3,0,0,0.6315254993386789
LTP314,scalp,ltpFR2,4,0,0,0.6439965567723298
LTP314,scalp,ltpFR2,5,0,0,0.6258859120237791
LTP314,scalp,ltpFR2,6,0,0,0.6705225254868634
LTP314,scalp,ltpFR2,7,0,0,0.6414575655956525
LTP315,scalp,ltpFR2,0,0,0,0.6866867446232051
LTP315,scalp,ltpFR2,1,0,0,0.5927562449294309
LTP315,scalp,ltpFR2,2,0,0,0.6606282802742741
LTP315,scalp,ltpFR2,3,0,0,0.6554027240989928
LTP315,scalp,ltpFR2,4,0,0,0.6599477370857487
LTP316,scalp,ltpFR2,0,0,0,0.7186431921441537
LTP316,scalp,ltpFR2,1,0,0,0.7004888242069172
LTP316,scalp,ltpFR2,2,0,0,0.7133952258309378
LTP316,scalp,ltpFR2,3,0,0,0.7060434378512834
LTP316,scalp,ltpFR2,4,0,0,0.7244958779590704
LTP316,scalp,ltpFR2,5,0,0,0.7481986821640226
LTP316,scalp,ltpFR2,6,0,0,0.760785499947159
LTP316,scalp,ltpFR2,7,0,0,0.7543498568774977
LTP316,scalp,ltpFR2,8,0,0,0.8013739087909345
LTP316,scalp,ltpFR2,9,0,0,0.8207875540495869
LTP316,scalp,ltpFR2,10,0,0,0.801702373931962
LTP316,scalp,ltpFR2,11,0,0,0.800488787778537
LTP316,scalp,ltpFR2,12,0,0,0.773773130287339
LTP316,scalp,ltpFR2,13,0,0,0.8096612903098185
LTP316,scalp,ltpFR2,14,0,0,0.7991045293524809
LTP316,scalp,ltpFR2,15,0,0,0.8569139184689213
LTP316,scalp,ltpFR2,16,0,0,0.8019973463982618
LTP316,scalp,ltpFR2,17,0,0,0.8353025635125043
LTP316,scalp,ltpFR2,18,0,0,0.8133010237188415
LTP316,scalp,ltpFR2,19,0,0,0.8604345157531871
LTP316,scalp,ltpFR2,20,0,0,0.8409772716762124
LTP316,scalp,ltpFR2,21,0,0,0.8498078310685696
LTP316,scalp,ltpFR2,22,0,0,0.8264357433365924
LTP317,scalp,ltpFR2,0,0,0,0.7040718964358036
LTP317,scalp,ltpFR2,1,0,0,0.7057408797039938
LTP317,scalp,ltpFR2,2,0,0,0.7054225800185921
LTP317,scalp,ltpFR2,3,0,0,0.6570062286087184
LTP317,scalp,ltpFR2,4,0,0,0.6841182439565787
LTP317,scalp,ltpFR2,5,0,0,0.7390746704360068
LTP317,scalp,ltpFR2,6,0,0,0.657828654702788
LTP317,scalp,ltpFR2,7,0,0,0.7656203599427428
LTP317,scalp,ltpFR2,8,0,0,0.785834283707299
LTP317,scalp,ltpFR2,9,0,0,0.715291199267031
LTP317,scalp,ltpFR2,10,0,0,0.754385469729178
LTP317,scalp,ltpFR2,11,0,0,0.7958490769120384
LTP317,scalp,ltpFR2,12,0,0,0.8026759508635664
LTP317,scalp,ltpFR2,13,0,0,0.8240422982845743
LTP317,scalp,ltpFR2,14,0,0,0.7980066770156133
LTP317,scalp,ltpFR2,15,0,0,0.7621251431390165
LTP317,scalp,ltpFR2,16,0,0,0.7717447723351604
LTP317,scalp,ltpFR2,17,0,0,0.7720181201667057
LTP317,scalp,ltpFR2,18,0,0,0.7492352071162683
LTP317,scalp,ltpFR2,19,0,0,0.7639256855165971
LTP317,scalp,ltpFR2,20,0,0,0.7785166012056587
LTP317,scalp,ltpFR2,21,0,0,0.7629707661600746
LTP317,scalp,ltpFR2,22,0,0,0.7598818526765904
LTP318,scalp,ltpFR2,0,0,0,0.6615820737340775
LTP318,scalp,ltpFR2,1,0,0,0.6720585386291728
LTP318,scalp,ltpFR2,2,0,0,0.6625002122379966
LTP318,scalp,ltpFR2,3,0,0,0.6921502358707063
LTP318,scalp,ltpFR2,4,0,0,0.6974558242427445
LTP318,scalp,ltpFR2,5,0,0,0.6907703338873025
LTP318,scalp,ltpFR2,6,0,0,0.774167276886378
LTP318,scalp,ltpFR2,7,0,0,0.7606705836867969
LTP318,scalp,ltpFR2,8,0,0,0.6321288109469437
LTP318,scalp,ltpFR2,9,0,0,0.7717859581148803
LTP318,scalp,ltpFR2,10,0,0,0.7675139084655713
LTP318,scalp,ltpFR2,11,0,0,0.7446152236880424
LTP318,scalp,ltpFR2,12,0,0,0.6815797840126768
LTP318,scalp,ltpFR2,13,0,0,0.7417057492500331
LTP318,scalp,ltpFR2,14,0,0,0.7613128816506505
LTP318,scalp,ltpFR2,15,0,0,0.7519233220998828
LTP318,scalp,ltpFR2,16,0,0,0.7989204100614754
LTP318,scalp,ltpFR2,17,0,0,0.7661198288761929
LTP318,scalp,ltpFR2,18,0,0,0.7523068171937967
LTP318,scalp,ltpFR2,19,0,0,0.7635118837016424
LTP318,scalp,ltpFR2,20,0,0,0.7650175804091734
LTP318,scalp,ltpFR2,21,0,0,0.7793368545156554
LTP318,scalp,ltpFR2,22,0,0,0.7614695172119237
LTP319,scalp,ltpFR2,0,0,0,0.7308012573340731
LTP319,scalp,ltpFR2,1,0,0,0.722666447940349
LTP319,scalp,ltpFR2,2,0,0,0.7725347799833784
LTP319,scalp,ltpFR2,3,0,0,0.8148308120719568
LTP319,scalp,ltpFR2,4,0,0,0.7569051364258481
LTP319,scalp,ltpFR2,5,0,0,0.7153803788578993
LTP319,scalp,ltpFR2,6,0,0,0.7131018799044403
LTP319,scalp,ltpFR2,7,0,0,0.7818473605126529
LTP319,scalp,ltpFR2,8,0,0,0.6789251336200836
LTP319,scalp,ltpFR2,9,0,0,0.7987268970447214
LTP319,scalp,ltpFR2,10,0,0,0.8726282190507781
LTP319,scalp,ltpFR2,11,0,0,0.7725094429580515
LTP320,scalp,ltpFR2,0,0,0,0.6007687292467998
LTP321,scalp,ltpFR2,0,0,0,0.6627053576882568
LTP321,scalp,ltpFR2,1,0,0,0.6225613911651665
LTP321,scalp,ltpFR2,2,0,0,0.7427549237324732
LTP321,scalp,ltpFR2,3,0,0,0.7825960036951333
LTP321,scalp,ltpFR2,4,0,0,0.6751414502552064
LTP321,scalp,ltpFR2,5,0,0,0.7927325652880026
LTP321,scalp,ltpFR2,6,0,0,0.7589642652698797
LTP321,scalp,ltpFR2,7,0,0,0.791951541031347
LTP321,scalp,ltpFR2,8,0,0,0.7721703875887568
LTP321,scalp,ltpFR2,9,0,0,0.7821305703709366
LTP321,scalp,ltpFR2,10,0,0,0.7983893455542092
LTP321,scalp,ltpFR2,11,0,0,0.7529183923705913
LTP321,scalp,ltpFR2,12,0,0,0.8449053229289625
LTP321,scalp,ltpFR2,13,0,0,0.7917589103376247
LTP321,scalp,ltpFR2,14,0,0,0.8014093192073087
LTP321,scalp,ltpFR2,15,0,0,0.8225980718494635
LTP321,scalp,ltpFR2,16,0,0,0.780047080354149
LTP321,scalp,ltpFR2,17,0,0,0.7621107526613445
LTP321,scalp,ltpFR2,18,0,0,0.7741516665153709
LTP321,scalp,ltpFR2,19,0,0,0.8148325023906521
LTP321,scalp,ltpFR2,20,0,0,0.7891423017490701
LTP321,scalp,ltpFR2,21,0,0,0.8048898246118806
LTP321,scalp,ltpFR2,22,0,0,0.7991200097738786
LTP322,scalp,ltpFR2,0,0,0,0.6345810819859125
LTP322,scalp,ltpFR2,1,0,0,0.6926846107952214
LTP322,scalp,ltpFR2,2,0,0,0.6567008326399194
LTP322,scalp,ltpFR2,3,0,0,0.6736337213390912
LTP322,scalp,ltpFR2,4,0,0,0.6372525534864465
LTP322,scalp,ltpFR2,5,0,0,0.7050209248770719
LTP322,scalp,ltpFR2,6,0,0,0.6863500822198091
LTP322,scalp,ltpFR2,7,0,0,0.6347532193454759
LTP322,scalp,ltpFR2,8,0,0,0.6435863832909454
LTP322,scalp,ltpFR2,9,0,0,0.7422013083804818
LTP322,scalp,ltpFR2,10,0,0,0.773873098301352
LTP322,scalp,ltpFR2,11,0,0,0.7074330657479441
LTP322,scalp,ltpFR2,12,0,0,0.7052059314908797
LTP322,scalp,ltpFR2,13,0,0,0.6841270044092777
LTP322,scalp,ltpFR2,14,0,0,0.6562425727471813
LTP322,scalp,ltpFR2,15,0,0,0.6704853875901485
LTP322,scalp,ltpFR2,16,0,0,0.6979325771009837
LTP322,scalp,ltpFR2,17,0,0,0.682021843241404
LTP322,scalp,ltpFR2,18,0,0,0.7993362965460407
LTP322,scalp,ltpFR2,19,0,0,0.6847913520857009
LTP322,scalp,ltpFR2,20,0,0,0.6920877537971729
LTP322,scalp,ltpFR2,21,0,0,0.7889493744742904
LTP322,scalp,ltpFR2,22,0,0,0.7219966052440122
LTP323,scalp,ltpFR2,0,0,0,0.7262598309960892
LTP323,scalp,ltpFR2,1,0,0,0.6857692219939233
LTP323,scalp,ltpFR2,2,0,0,0.6596791943983262
LTP323,scalp,ltpFR2,3,0,0,0.7351736177320755
LTP323,scalp,ltpFR2,4,0,0,0.707424085726933
LTP323,scalp,ltpFR2,5,0,0,0.750331472760234
LTP323,scalp,ltpFR2,6,0,0,0.7204449347015416
LTP323,scalp,ltpFR2,7,0,0,0.7282100519919931
LTP323,scalp,ltpFR2,8,0,0,0.7600696703736961
LTP323,scalp,ltpFR2,9,0,0,0.776850892638287
LTP323,scalp,ltpFR2,10,0,0,0.7484494670291006
LTP323,scalp,ltpFR2,11,0,0,0.7341731960236507
LTP323,scalp,ltpFR2,12,0,0,0.7291765687659241
LTP323,scalp,ltpFR2,13,0,0,0.7609343845821126
LTP323,scalp,ltpFR2,14,0,0,0.7409588782064341
LTP323,scalp,ltpFR2,15,0,0,0.7403449714631001
LTP323,scalp,ltpFR2,16,0,0,0.7477257832841085
LTP323,scalp,ltpFR2,17,0,0,0.7621455670541076
LTP323,scalp,ltpFR2,18,0,0,0.7603984101289373
LTP323,scalp,ltpFR2,19,0,0,0.7363404311461014
LTP323,scalp,ltpFR2,20,0,0,0.7418225397178279
LTP323,scalp,ltpFR2,21,0,0,0.796120445615527
LTP323,scalp,ltpFR2,22,0,0,0.7705802031229578
LTP324,scalp,ltpFR2,0,0,0,0.6465043020628148
LTP324,scalp,ltpFR2,1,0,0,0.724555721060873
LTP324,scalp,ltpFR2,2,0,0,0.7617483531229308
LTP324,scalp,ltpFR2,3,0,0,0.7262446609386215
LTP324,scalp,ltpFR2,4,0,0,0.8323420763119769
LTP324,scalp,ltpFR2,5,0,0,0.8179011193254025
LTP324,scalp,ltpFR2,6,0,0,0.7892385236707282
LTP324,scalp,ltpFR2,7,0,0,0.7646478564618744
LTP324,scalp,ltpFR2,8,0,0,0.7966846711841343
LTP324,scalp,ltpFR2,9,0,0,0.8018548895382218
LTP324,scalp,ltpFR2,10,0,0,0.7351039468765723
LTP324,scalp,ltpFR2,11,0,0,0.8566998950349237
LTP324,scalp,ltpFR2,12,0,0,0.816610393921168
LTP324,scalp,ltpFR2,13,0,0,0.7402915099513296
LTP324,scalp,ltpFR2,14,0,0,0.8238911037891115
LTP324,scalp,ltpFR2,15,0,0,0.8273541452175374
LTP324,scalp,ltpFR2,16,0,0,0.8214610593013996
LTP324,scalp,ltpFR2,17,0,0,0.8973788192644211
LTP324,scalp,ltpFR2,18,0,0,0.8619681848980302
LTP324,scalp,ltpFR2,19,0,0,0.8733365266201738
LTP324,scalp,ltpFR2,20,0,0,0.8008904388584821
LTP324,scalp,ltpFR2,21,0,0,0.8417035910034617
LTP324,scalp,ltpFR2,22,0,0,0.8116513527346518
LTP325,scalp,ltpFR2,0,0,0,0.5614105073557449
LTP325,scalp,ltpFR2,1,0,0,0.6142004859791607
LTP325,scalp,ltpFR2,2,0,0,0.6152541577334627
LTP325,scalp,ltpFR2,3,0,0,0.6626039706837513
LTP325,scalp,ltpFR2,4,0,0,0.6376458938860615
LTP325,scalp,ltpFR2,5,0,0,0.6469932555980276
LTP325,scalp,ltpFR2,6,0,0,0.7355556515766472
LTP325,scalp,ltpFR2,7,0,0,0.7711840117530132
LTP325,scalp,ltpFR2,8,0,0,0.7348911779087524
LTP325,scalp,ltpFR2,9,0,0,0.7786745645029537
LTP325,scalp,ltpFR2,10,0,0,0.7467525215733795
LTP325,scalp,ltpFR2,11,0,0,0.7670396853714528
LTP325,scalp,ltpFR2,12,0,0,0.7745281481320693
LTP325,scalp,ltpFR2,13,0,0,0.7508413274158482
LTP325,scalp,ltpFR2,14,0,0,0.8079384133819801
LTP325,scalp,ltpFR2,15,0,0,0.7733841272263136
LTP325,scalp,ltpFR2,16,0,0,0.781872579407014
LTP325,scalp,ltpFR2,17,0,0,0.8060189463213397
LTP325,scalp,ltpFR2,18,0,0,0.8459141310967837
LTP325,scalp,ltpFR2,19,0,0,0.7849897131433252
LTP325,scalp,ltpFR2,20,0,0,0.8048877482042428
LTP325,scalp,ltpFR2,21,0,0,0.8195643359624998
LTP325,scalp,ltpFR2,22,0,0,0.8158181422715106
LTP326,scalp,ltpFR2,0,0,0,0.6615329558512507
LTP326,scalp,ltpFR2,1,0,0,0.6769431103982874
LTP326,scalp,ltpFR2,2,0,0,0.6959582112523955
LTP326,scalp,ltpFR2,3,0,0,0.6337499257995924
LTP326,scalp,ltpFR2,4,0,0,0.6756929049744741
LTP326,scalp,ltpFR2,5,0,0,0.6364488332527491
LTP326,scalp,ltpFR2,6,0,0,0.6872401660892137
LTP326,scalp,ltpFR2,7,0,0,0.6466257447289016
LTP326,scalp,ltpFR2,8,0,0,0.6498325281161645
LTP326,scalp,ltpFR2,9,0,0,0.6836838429748601
LTP326,scalp,ltpFR2,10,0,0,0.6789900986619916
LTP326,scalp,ltpFR2,11,0,0,0.6572133069579066
LTP326,scalp,ltpFR2,12,0,0,0.6382910843127185
LTP326,scalp,ltpFR2,13,0,0,0.6477144304849415
LTP326,scalp,ltpFR2,14,0,0,0.650969174660556
